diary_no,Judgement_type,case_no,pet,res,pet_adv,res_adv,bench,judgement_by,judgment_dates,temp_link
37262-2019,J,C.A. No.-001027 - 2020,UNION OF INDIA,ABHIRAM VERMA,ARVIND KUMAR SHARMA,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,30-09-2021,supremecourt/2019/37262/37262_2019_13_1501_30404_Judgement_30-Sep-2021.pdf
37347-2010,J,Crl.A. No.-001827-001827 - 2011,THE STATE OF MADHYA PRADESH HOME DEPARTMENT STATION HOUSE OFFICER,MAHENDRA @ GOLU,,PRAVEEN CHATURVEDI,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT, HON'BLE MS. JUSTICE HIMA KOHLI",HON'BLE MR. JUSTICE SURYA KANT,25-10-2021,supremecourt/2010/37347/37347_2010_31_1502_30825_Judgement_25-Oct-2021.pdf
37519-2016,J,SLP(C) No.-001110-001110 - 2017,SAFIQ AHMAD,ICICI LOMBARD GENERAL INSURANCE CO. LTD. .,ANJANI KUMAR MISHRA,,,HON'BLE MR. JUSTICE M.R. SHAH,16-12-2021,supremecourt/2016/37519/37519_2016_13_18_32186_Judgement_16-Dec-2021.pdf
37564-2010,J,C.A. No.-008083-008083 - 2011,U.P.AVAS EVAM VIKAS PARISHAD THROUGH HOUSING COMMISSIONER,NOOR MOHAMMAD,VISHWAJIT SINGH,SHARMILA UPADHYAY,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN",HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN,16-12-2021,supremecourt/2010/37564/37564_2010_11_1502_32133_Judgement_16-Dec-2021.pdf
37597-2014,J,C.A. No.-006107-006107 - 2021,"JALKAL VIBHAG NAGAR NIGAM, LUCKNOW .",PRADESHIYA INDUSTRIAL AND INVESTMENT CORP. LUCKNOW THR. ITS MANAGING DIRECTOR .,RAKESH K. SHARMA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,22-10-2021,supremecourt/2014/37597/37597_2014_34_1501_30806_Judgement_22-Oct-2021.pdf
37715-2019,J,C.A. No.-005811-005814 - 2021,MEDINI C,BHARAT SANCHAR NIGAM LIMITED,LAKSHMEESH S. KAMATH,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE VIKRAM NATH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,21-09-2021,supremecourt/2019/37715/37715_2019_4_1502_30218_Judgement_21-Sep-2021.pdf
37825-2010,J,Crl.A. No.-001860-001860 - 2011,K.S. RANGANATHA,VITTAL SETTY,S. N. BHAT,V. N. RAGHUPATHY,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE A.S. BOPANNA, HON'BLE MS. JUSTICE HIMA KOHLI",HON'BLE MR. JUSTICE A.S. BOPANNA,08-12-2021,supremecourt/2010/37825/37825_2010_1_1501_31895_Judgement_08-Dec-2021.pdf
37891-2019,J,C.A. No.-006252-006252 - 2021,GUJARAT STATE DISASTER MANAGEMENT AUTHORITY,M/S ASKA EQUIPMENTS LTD.,AJAY KUMAR,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,08-10-2021,supremecourt/2019/37891/37891_2019_43_39_30702_Judgement_08-Oct-2021.pdf
37938-2019,J,Crl.A. No.-000378-000378 - 2021,M. SAMPAT,THE STATE OF CHHATTISGARH,PRIYANJALI SINGH,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE KRISHNA MURARI",HON'BLE MS. JUSTICE INDIRA BANERJEE,05-04-2021,supremecourt/2019/37938/37938_2019_43_28_27293_Judgement_05-Apr-2021.pdf
37947-2017,J,Crl.A. No.-001535-001535 - 2021,M/S SUVARNA COOPERATIVE BANK LTD,THE STATE OF KARNATAKA,A. KARTHIK,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE SANJIV KHANNA",HON'BLE MR. JUSTICE M.R. SHAH,09-12-2021,supremecourt/2017/37947/37947_2017_13_1501_31934_Judgement_09-Dec-2021.pdf
37966-2018,J,C.A. No.-006315-006315 - 2021,DR. YASHWANTRAO BHASKARRAO DESHMUKH,RAGHUNATH KISAN SAINDANE,ANJANI KUMAR JHA,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE J.K. MAHESHWARI",HON'BLE MS. JUSTICE INDIRA BANERJEE,08-10-2021,supremecourt/2018/37966/37966_2018_38_1502_30696_Judgement_08-Oct-2021.pdf
38089-2019,J,Crl.A. No.-001316-001316 - 2021,SADAKAT KOTWAR,THE STATE OF JHARKHAND,SHEKHAR KUMAR,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MR. JUSTICE M.R. SHAH,12-11-2021,supremecourt/2019/38089/38089_2019_43_1501_31201_Judgement_12-Nov-2021.pdf
38096-2019,J,Crl.A. No.-000088-000088 - 2021,AJAY KUMAR @ BITTU,THE STATE OF UTTARAKHAND,MRS. VIPIN GUPTA,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE ASHOK BHUSHAN,29-01-2021,supremecourt/2019/38096/38096_2019_37_1502_25734_Judgement_29-Jan-2021.pdf
38131-2018,J,C.A. No.-004482-004482 - 2021,TEK CHAND,BHAKRA BEAS MANAGEMENT BOARD (B.B.M.S.),S. N. BHAT,,"HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE NAVIN SINHA,29-07-2021,supremecourt/2018/38131/38131_2018_39_1501_28898_Judgement_29-Jul-2021.pdf
38137-2011,J,C.A. No.-008733-008734 - 2018,ENGINEERING ANALYSIS CENTRE OF EXCELLENCE PRIVATE LIMITED,THE COMMISSIONER OF INCOME TAX,B. VIJAYALAKSHMI MENON,ANIL KATIYAR,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE B.R. GAVAI, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,02-03-2021,supremecourt/2011/38137/38137_2011_33_1501_26629_Judgement_02-Mar-2021.pdf
38202-2009,J,Crl.A. No.-000758-000758 - 2010,JAYAMMA,HOME DEPARTMENT,DEVASA & CO.,SHUBHRANSHU PADHI,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT",HON'BLE MR. JUSTICE SURYA KANT,07-05-2021,supremecourt/2009/38202/38202_2009_31_1503_28001_Judgement_07-May-2021.pdf
38216-2019,J,C.A. No.-006374-006374 - 2021,NEHA TYAGI,LIEUTENANT COLONEL DEEPAK TYAGI,ANANNYA GHOSH,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE SANJIV KHANNA",HON'BLE MR. JUSTICE M.R. SHAH,01-12-2021,supremecourt/2019/38216/38216_2019_13_1503_31708_Judgement_01-Dec-2021.pdf
38326-2019,J,C.A. No.-000274 - 2020,NBCC (INDIA) LIMITED,SHRI RAM TRIVEDI,KIRAN KUMAR PATRA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE THE CHIEF JUSTICE,08-03-2021,supremecourt/2019/38326/38326_2019_36_27_26738_Judgement_08-Mar-2021.pdf
38328-2019,J,C.A. No.-001713-001722 - 2021,GANDHI SEWA SADAN RAJSMAND,STATE OF RAJASTHAN,K. PAARI VENDHAN,,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE KRISHNA MURARI",HON'BLE MR. JUSTICE A.M. KHANWILKAR,03-05-2021,supremecourt/2019/38328/38328_2019_34_1501_27945_Judgement_03-May-2021.pdf
38441-2019,J,SLP(C) No.-002224-002225 - 2021,COMPACK ENTERPRISES INDIA (P) LIMITED,BEANT SINGH,E. C. AGRAWALA,,"HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR, HON'BLE MR. JUSTICE VINEET SARAN",HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR,17-02-2021,supremecourt/2019/38441/38441_2019_40_1502_26201_Judgement_17-Feb-2021.pdf
38547-2012,J,C.A. No.-014665-014665 - 2015,BHAVEN CONSTRUCTION,EXE ENGINEER SARDAR SAROVAR NARMADA NIGAM,PURVISH JITENDRA MALKAN,HEMANTIKA WAHI,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE THE CHIEF JUSTICE,06-01-2021,supremecourt/2012/38547/38547_2012_32_1501_25240_Judgement_06-Jan-2021.pdf
38582-2018,J,C.A. No.-006008-006009 - 2021,ADANI GAS LIMITED,UNION OF INDIA,KARANJAWALA & CO.,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE S. RAVINDRA BHAT, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE THE CHIEF JUSTICE,28-09-2021,supremecourt/2018/38582/38582_2018_2_1501_30394_Judgement_28-Sep-2021.pdf
38654-2017,J,C.A. No.-003699-003700 - 2018,PSA SICAL TERMINALS PVT. LTD.,THE BOARD OF TRUSTEES OF V.O. CHIDAMBRANAR PORT TRUST TUTICORIN,SONAL JAIN,,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE B.R. GAVAI",HON'BLE MR. JUSTICE B.R. GAVAI,28-07-2021,supremecourt/2017/38654/38654_2017_32_1501_28824_Judgement_28-Jul-2021.pdf
38772-2013,J,C.A. No.-006460-006460 - 2021,SUDHIR KUMAR ATREY,UNION OF INDIA,KUMAR DUSHYANT SINGH,,"HON'BLE MR. JUSTICE AJAY RASTOGI, HON'BLE MR. JUSTICE ABHAY S. OKA",HON'BLE MR. JUSTICE AJAY RASTOGI,26-10-2021,supremecourt/2013/38772/38772_2013_14_1501_30894_Judgement_26-Oct-2021.pdf
38865-2018,J,C.A. No.-007478 - 2019,K. ANJINAPPA,K.C. KRISHNA REDDY,SUMANTH NOOKALA,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MR. JUSTICE M.R. SHAH,17-12-2021,supremecourt/2018/38865/38865_2018_43_32_32216_Judgement_17-Dec-2021.pdf
38894-2019,J,MA-002673 - 2019,DARSHAN SINGH,THE STATE OF PUNJAB  SECRETARY RURAL DEVELOPMENT AND PANCHAYAT,VANSHDEEP DALMIA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE A.S. BOPANNA, HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN",HON'BLE THE CHIEF JUSTICE,22-01-2021,supremecourt/2019/38894/38894_2019_31_1502_25555_Judgement_22-Jan-2021.pdf
38959-2009,J,C.A. No.-004616-004618 - 2010,JAGMOHAN SINGH DHILLON ETC.ETC.,SATWANT SINGH,D. MAHESH BABU,VINEET BHAGAT,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY",HON'BLE MR. JUSTICE ASHOK BHUSHAN,26-03-2021,supremecourt/2009/38959/38959_2009_36_1502_27350_Judgement_26-Mar-2021.pdf
39015-2009,J,C.A. No.-000398-000398 - 2010,MUNUSAMY,THE STATE OF TAMIL NADU THE LAND ACQUISITION OFFICER SPECIAL TAHSILDAR,K. K. MOHAN,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,29-09-2021,supremecourt/2009/39015/39015_2009_13_1501_30403_Judgement_29-Sep-2021.pdf
39071-2017,J,C.A. No.-005728-005728 - 2021,M/S. MAGADH SUGAR AND ENERGY LTD.,THE STATE OF BIHAR,PRAVEEN KUMAR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,24-09-2021,supremecourt/2017/39071/39071_2017_34_1501_30288_Judgement_24-Sep-2021.pdf
39163-2018,J,T.P.(C) No.-001840 - 2018,SHAKUN SRIVASTAVA,PREM PRAKASH SRIVASTAVA,SHYAMAL KUMAR,,HON'BLE MR. JUSTICE S. RAVINDRA BHAT,HON'BLE MR. JUSTICE S. RAVINDRA BHAT,04-10-2021,supremecourt/2018/39163/39163_2018_32_28_30535_Judgement_04-Oct-2021.pdf
39304-2016,J,C.A. No.-004744-004744 - 2021,KRISHNA GOPAL TIWARY AND ANR.,UNION OF INDIA AND ORS. AND ORS. MINISTRY OF COAL,SANJAY KUMAR VISEN,,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE HEMANT GUPTA,13-08-2021,supremecourt/2016/39304/39304_2016_42_1502_29277_Judgement_13-Aug-2021.pdf
39376-2017,J,Crl.A. No.-001154-001154 - 2018,PARUBAI,THE STATE OF MAHARASHTRA,SUDHANSHU S. CHOUDHARI,,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE HEMANT GUPTA,10-08-2021,supremecourt/2017/39376/39376_2017_43_1503_29202_Judgement_10-Aug-2021.pdf
39447-2019,J,C.A. No.-007707-007708 - 2021,BHARAT SANCHAR NIGAM LTD.,SRI DEO KUMAR RAI @ DEO KUMAR RAY,PIYUSH SHARMA,,"HON'BLE MR. JUSTICE R. SUBHASH REDDY, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE R. SUBHASH REDDY,14-12-2021,supremecourt/2019/39447/39447_2019_12_1504_32116_Judgement_14-Dec-2021.pdf
39486-2019,J,W.P.(Crl.) No.-000302 - 2019,C. SIVASANKARAN,UNION OF INDIA,ARNAV NARAIN,,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE DINESH MAHESHWARI, HON'BLE MR. JUSTICE C.T. RAVIKUMAR",HON'BLE MR. JUSTICE A.M. KHANWILKAR,07-12-2021,supremecourt/2019/39486/39486_2019_3_6_31941_Order_07-Dec-2021.pdf
39562-2019,J,ARBIT.PETITON No.-000048 - 2019,INDUS BIOTECH PRIVATE LIMITED,KOTAK INDIA VENTURE (OFFSHORE) FUND (EARLIER KNOWN AS KOTAK INDIA VENTURE LIMITED),RADHIKA GAUTAM,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE A.S. BOPANNA, HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN",HON'BLE THE CHIEF JUSTICE,26-03-2021,supremecourt/2019/39562/39562_2019_31_1501_27229_Judgement_26-Mar-2021.pdf
39594-2016,J,C.A. No.-006096-006096 - 2021,AVTAR SINGH,BIMLA DEVI,SHALU SHARMA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE S. RAVINDRA BHAT, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE THE CHIEF JUSTICE,29-09-2021,supremecourt/2016/39594/39594_2016_2_1502_30469_Judgement_29-Sep-2021.pdf
39626-2009,J,C.A. No.-009207-009207 - 2012,MANMOHAN LAL GUPTA (DEAD) THR. LRS.,MARKET COMMITTEE BHIKHI,KAILASH CHAND,JAGJIT SINGH CHHABRA,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE A.S. BOPANNA,20-09-2021,supremecourt/2009/39626/39626_2009_43_1502_30172_Judgement_20-Sep-2021.pdf
39724-2018,J,C.A. No.-005897-005897 - 2021,SRI DORAIRAJ SPINTEX,R. CHITTIBABU,SATYAJEET KUMAR,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE VIKRAM NATH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE THE CHIEF JUSTICE,22-09-2021,supremecourt/2018/39724/39724_2018_34_7_30235_Judgement_22-Sep-2021.pdf
39748-2018,J,C.A. No.-006768-006768 - 2021,M.P HOUSING AND INFRASTRUCTURE DEVELOPMENT BOARD,K.P. DWIVEDI,ARJUN GARG,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MR. JUSTICE M.R. SHAH,03-12-2021,supremecourt/2018/39748/39748_2018_43_1502_31805_Judgement_03-Dec-2021.pdf
39780-2018,J,SLP(C) No.-028592 - 2018,SUMAN CHADHA,CENTRAL BANK OF INDIA,SANTOSH KUMAR - I,,"HON'BLE MS. JUSTICE INDIRA BANERJEE, HON'BLE MR. JUSTICE V. RAMASUBRAMANIAN",HON'BLE MS. JUSTICE INDIRA BANERJEE,09-08-2021,supremecourt/2018/39780/39780_2018_40_1501_29121_Judgement_09-Aug-2021.pdf
39832-2015,J,C.A. No.-005117-005118 - 2021,STATE OF KERALA,M/S JOSEPH AND COMPANY,G. PRAKASH,,"HON'BLE MR. JUSTICE HEMANT GUPTA, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE A.S. BOPANNA,03-09-2021,supremecourt/2015/39832/39832_2015_31_1501_29756_Judgement_03-Sep-2021.pdf
39848-2019,J,W.P.(C) No.-001352 - 2019,MS. X,THE STATE OF JHARKHAND,PETITIONER-IN-PERSON,,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE R. SUBHASH REDDY, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE ASHOK BHUSHAN,20-01-2021,supremecourt/2019/39848/39848_2019_37_1501_25604_Judgement_20-Jan-2021.pdf
40007-2018,J,SLP(Crl) No.-000773 - 2020,BRIJESH KUMAR,THE STATE OF UTTAR PRADESH SECRETARY,GAGAN GUPTA,,"HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR, HON'BLE MR. JUSTICE AJAY RASTOGI",,22-03-2021,supremecourt/2018/40007/40007_2018_39_12_27084_Order_22-Mar-2021.pdf
40124-2019,J,C.A. No.-005901-005902 - 2021,NITABEN DINESH PATEL,DINESH DAHYABHAI PATEL,CHRISTI JAIN,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,07-10-2021,supremecourt/2019/40124/40124_2019_13_1501_30579_Judgement_07-Oct-2021.pdf
40158-2019,J,Crl.A. No.-000098-000098 - 2021,UNION OF INDIA,K.A. NAJEEB,B. V. BALARAM DAS,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT",HON'BLE MR. JUSTICE SURYA KANT,01-02-2021,supremecourt/2019/40158/40158_2019_32_1501_25867_Judgement_01-Feb-2021.pdf
40173-2012,J,Crl.A. No.-001654-001654 - 2013,PAWAN KUMAR,THE STATE OF UTTARAKHAND,RAMESHWAR PRASAD GOYAL,RAJIV NANDA,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE S. RAVINDRA BHAT",HON'BLE THE CHIEF JUSTICE,24-09-2021,supremecourt/2012/40173/40173_2012_32_2_30284_Judgement_24-Sep-2021.pdf
40185-2016,J,C.A. No.-001653-001653 - 2021,SUKHBIR,AJIT SINGH,KAUSHAL YADAV,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE MR. JUSTICE M.R. SHAH,30-04-2021,supremecourt/2016/40185/40185_2016_35_1501_27816_Judgement_30-Apr-2021.pdf
40260-2018,J,W.P.(C) No.-001369 - 2018,ARVIND KUMAR TIWARI,THE STATE OF UTTAR PRADESH,PALLAVI SHARMA,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE MR. JUSTICE L. NAGESWARA RAO,26-07-2021,supremecourt/2018/40260/40260_2018_36_1501_28758_Judgement_26-Jul-2021.pdf
40322-2013,J,C.A. No.-001327-001327 - 2021,COMMISSIONER OF INCOME TAX-I,M/S RELIANCE ENERGY LTD (FORMERLY BSES LTD.) THROUGH ITS M.D.,ANIL KATIYAR,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE VINEET SARAN",HON'BLE MR. JUSTICE L. NAGESWARA RAO,28-04-2021,supremecourt/2013/40322/40322_2013_37_1501_27802_Judgement_28-Apr-2021.pdf
40378-2011,J,Crl.A. No.-000035-000035 - 2013,NARESH KUMAR,KALAWATI,BRIJ BHUSHAN,K. V. BHARATHI UPADHYAYA,"HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE AJAY RASTOGI",HON'BLE MR. JUSTICE NAVIN SINHA,25-03-2021,supremecourt/2011/40378/40378_2011_40_1501_27131_Judgement_25-Mar-2021.pdf
40458-2017,J,C.A. No.-001769-001769 - 2021,RAHUL SHARMA,NATIONAL INSURANCE COMPANY LTD.,VINOD SHARMA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT",HON'BLE THE CHIEF JUSTICE,07-05-2021,supremecourt/2017/40458/40458_2017_31_1502_28001_Judgement_07-May-2021.pdf
40600-2013,J,C.A. No.-002887-002889 - 2021,EASTERN COALFIELDS LTD,ANADINATH BANERJEE(D),KAUSTUBH SHUKLA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE THE CHIEF JUSTICE,23-07-2021,supremecourt/2013/40600/40600_2013_35_28_28712_Judgement_23-Jul-2021.pdf
40677-2010,J,C.A. No.-001045-001052 - 2011,VODAFONE ESSAR CELLULAR LTD.,"ASSISTANT COMMISSIONER OF INCOME TAX, COCHIN",KARANJAWALA & CO.,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE S. RAVINDRA BHAT, HON'BLE MS. JUSTICE BELA M. TRIVEDI",HON'BLE THE CHIEF JUSTICE,29-09-2021,supremecourt/2010/40677/40677_2010_32_16_30414_Judgement_29-Sep-2021.pdf
40707-2016,J,C.A. No.-006832-006832 - 2021,PUNJAB STATE CIVIL SUPPLIES CORPORATION LTD,M/S. RAMESH KUMAR AND COMPANY,ARVIND MINOCHA,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE THE CHIEF JUSTICE,13-11-2021,supremecourt/2016/40707/40707_2016_34_3_31219_Judgement_13-Nov-2021.pdf
40804-2015,J,CONMT.PET.(C) No.-000853-000855 - 2015,THE BORDEURI SAMAJ OF SRI SRI MAA KAMAKHYA,RIJU PRASAD SARMA,RAMESHWAR PRASAD GOYAL,,"HON'BLE MR. JUSTICE AJAY RASTOGI, HON'BLE MR. JUSTICE ABHAY S. OKA",HON'BLE MR. JUSTICE AJAY RASTOGI,15-12-2021,supremecourt/2015/40804/40804_2015_14_1501_32148_Judgement_15-Dec-2021.pdf
40878-2018,J,C.A. No.-000325-000325 - 2021,RAJESH KUMAR SINGH,THE STATE OF UTTAR PRADESH,RAHUL KAUSHIK,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE S. RAVINDRA BHAT",HON'BLE MR. JUSTICE L. NAGESWARA RAO,18-02-2021,supremecourt/2018/40878/40878_2018_38_1501_26259_Judgement_18-Feb-2021.pdf
40957-2019,J,C.A. No.-009404 - 2019,SUDIPTA CHAKROBARTY,RANAGHAT SD HOSPITAL,T. V. GEORGE,,"HON'BLE MS. JUSTICE INDU MALHOTRA, HON'BLE MR. JUSTICE AJAY RASTOGI",HON'BLE MS. JUSTICE INDU MALHOTRA,15-02-2021,supremecourt/2019/40957/40957_2019_43_23_26173_Judgement_15-Feb-2021.pdf
41161-2016,J,CONMT.PET.(C) No.-000638-000638 - 2017,V. SENTHUR,"M. VIJAYAKUMAR, IAS, SECRETARY TAMIL NADU PUBLIC SERVICE COMMISSION AND ANR",KARUNAKAR MAHALIK,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE B.R. GAVAI",HON'BLE MR. JUSTICE L. NAGESWARA RAO,01-10-2021,supremecourt/2016/41161/41161_2016_35_1501_30497_Judgement_01-Oct-2021.pdf
41613-2018,J,C.A. No.-002401-002402 - 2021,SAYYED AYAZ ALI,PRAKASH G. GOYAL,LAMBAT AND ASSOCIATES,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE M.R. SHAH",HON'BLE THE CHIEF JUSTICE,20-07-2021,supremecourt/2018/41613/41613_2018_35_1501_28654_Judgement_20-Jul-2021.pdf
41719-2019,J,T.P.(C) No.-002792 - 2019,SADHIKA,NEERAJ SHRIVASTAV,RAVINDRA BANA,,HON'BLE MS. JUSTICE HIMA KOHLI,HON'BLE MS. JUSTICE HIMA KOHLI,24-09-2021,supremecourt/2019/41719/41719_2019_35_21_30307_Judgement_24-Sep-2021.pdf
41732-2019,J,Crl.A. No.-000953-000953 - 2021,VELLADURAI,STATE REP. BY THE INSPECTOR OF POLICE,B. BALAJI,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MR. JUSTICE A.S. BOPANNA",HON'BLE MR. JUSTICE M.R. SHAH,14-09-2021,supremecourt/2019/41732/41732_2019_13_1502_30086_Judgement_14-Sep-2021.pdf
41788-2019,J,C.A. No.-006994-006994 - 2021,DR. G. SADASIVAN NAIR,COCHIN UNIVERSITY OF SCIENCE AND TECHNOLOGY REP. BY ITS REGISTRAR,SAJITH. P,,"HON'BLE MR. JUSTICE M.R. SHAH, HON'BLE MRS. JUSTICE B.V. NAGARATHNA",HON'BLE MRS. JUSTICE B.V. NAGARATHNA,01-12-2021,supremecourt/2019/41788/41788_2019_5_1501_31770_Judgement_01-Dec-2021.pdf
41986-2019,J,C.A. No.-000900-000902 - 2021,SECUNDERABAD CANTONMENT BOARD,M/S B. RAMACHANDRAIAH AND SONS,VERITAS LEGIS,,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE B.R. GAVAI, HON'BLE MR. JUSTICE HRISHIKESH ROY",HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,15-03-2021,supremecourt/2019/41986/41986_2019_33_1501_26961_Judgement_15-Mar-2021.pdf
42005-2017,J,Crl.A. No.-000123-000123 - 2021,M/S KALAMANI TEX,P. BALASUBRAMANIAN,M.P. PARTHIBAN,,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE SURYA KANT, HON'BLE MR. JUSTICE ANIRUDDHA BOSE",HON'BLE MR. JUSTICE SURYA KANT,10-02-2021,supremecourt/2017/42005/42005_2017_32_1501_26011_Judgement_10-Feb-2021.pdf
42238-2019,J,C.A. No.-006726-006726 - 2021,NATIONAL COMPANY,THE TERRITORY MANAGER BHARAT PETROLEUM CORPORATION LTD,,,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE B.R. GAVAI",HON'BLE MR. JUSTICE B.R. GAVAI,11-11-2021,supremecourt/2019/42238/42238_2019_5_1501_31171_Judgement_11-Nov-2021.pdf
